% Title : UCI Skin Segmentation.
% 
% Rob Lyon (robert.lyon@cs.man.ac.uk)

@RELATION SkinSegmentation

@ATTRIBUTE B	NUMERIC
@ATTRIBUTE G	NUMERIC
@ATTRIBUTE R	NUMERIC
@ATTRIBUTE class		{0,1}

@DATA
206,205,171,0
204,203,169,0
205,204,170,0
205,204,170,0
203,202,168,0
199,198,164,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
255,0,0,0
255,0,0,0
255,0,0,0
255,0,0,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
193,191,156,0
200,198,163,0
196,196,160,0
195,195,159,0
201,201,165,0
191,191,155,0
172,172,136,0
165,165,129,0
166,166,130,0
166,166,130,0
164,166,130,0
164,166,130,0
164,166,130,0
163,165,129,0
163,165,129,0
163,165,129,0
161,164,125,0
161,164,125,0
161,164,125,0
161,164,125,0
161,164,125,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
159,162,123,0
159,162,123,0
159,162,123,0
159,162,123,0
161,162,122,0
160,162,120,0
160,162,120,0
160,162,120,0
160,162,120,0
160,162,120,0
159,161,119,0
159,161,119,0
157,159,117,0
157,159,117,0
156,158,116,0
156,158,116,0
156,158,116,0
156,158,116,0
157,159,117,0
157,159,117,0
158,160,118,0
158,160,118,0
158,160,118,0
158,160,118,0
157,159,117,0
157,159,117,0
157,159,117,0
157,159,117,0
158,160,118,0
157,159,117,0
157,159,117,0
157,159,117,0
157,159,117,0
157,159,117,0
157,159,117,0
156,158,116,0
155,158,113,0
156,159,114,0
156,159,114,0
156,159,114,0
155,158,113,0
154,157,112,0
153,156,111,0
152,155,110,0
153,156,111,0
153,156,111,0
153,156,111,0
153,156,111,0
153,156,111,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
150,153,107,0
150,153,107,0
150,153,107,0
150,153,107,0
150,153,107,0
150,153,107,0
150,153,107,0
150,153,107,0
149,152,106,0
149,152,106,0
149,152,106,0
148,151,102,0
150,153,104,0
151,154,105,0
147,150,101,0
142,145,96,0
138,141,92,0
138,141,92,0
140,143,94,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,93,0
139,142,92,0
138,143,92,0
138,143,92,0
141,141,93,0
141,141,95,0
143,140,96,0
143,140,96,0
141,141,95,0
139,142,93,0
140,144,95,0
135,142,91,0
133,140,89,0
134,138,89,0
130,131,87,0
125,121,80,0
117,108,71,0
116,97,70,0
124,88,78,0
129,86,83,0
130,86,85,0
131,88,85,0
132,86,85,0
130,85,82,0
127,81,80,0
125,79,78,0
128,80,79,0
130,82,81,0
132,83,85,0
135,87,86,0
139,89,91,0
139,89,89,0
137,87,89,0
133,86,88,0
128,86,87,0
125,85,86,0
124,82,83,0
120,79,77,0
120,83,75,0
125,87,82,0
128,86,87,0
126,84,85,0
121,87,81,0
113,91,66,0
97,93,44,0
63,90,50,0
159,234,236,0
126,230,253,0
115,230,250,0
109,230,249,0
107,228,247,0
109,230,249,0
110,231,250,0
109,230,249,0
106,227,247,0
104,225,245,0
103,224,244,0
103,224,244,0
108,225,246,0
107,224,245,0
109,221,243,0
109,221,243,0
111,219,243,0
111,219,243,0
111,217,241,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
143,198,207,0
48,35,27,0
76,26,14,0
86,25,21,0
94,27,26,0
103,29,25,0
104,30,18,0
100,35,7,0
95,36,10,0
93,31,23,0
91,30,28,0
87,31,20,0
87,30,15,0
89,28,18,0
90,28,18,0
95,29,18,0
95,27,20,0
96,25,28,0
95,24,27,0
95,27,20,0
95,29,18,0
97,32,23,0
96,31,22,0
94,29,20,0
93,28,19,0
93,28,19,0
94,29,20,0
95,30,21,0
96,31,22,0
93,28,19,0
93,28,19,0
92,27,18,0
92,27,18,0
92,27,18,0
92,27,18,0
92,27,18,0
78,30,18,0
62,47,31,0
49,52,30,0
49,55,24,0
51,57,22,0
53,57,21,0
53,57,22,0
53,55,25,0
55,54,26,0
55,54,26,0
55,56,22,0
55,59,18,0
55,60,15,0
55,59,17,0
55,58,19,0
55,54,26,0
51,56,25,0
49,64,20,0
46,65,14,0
48,64,16,0
50,64,16,0
49,62,16,0
52,63,17,0
53,62,19,0
55,62,19,0
63,67,26,0
74,76,34,0
81,82,40,0
79,80,38,0
79,77,36,0
85,81,40,0
87,81,40,0
78,76,41,0
68,76,53,0
141,149,148,0
134,136,170,0
126,126,172,0
126,126,162,0
125,121,157,0
125,112,158,0
117,101,149,0
118,103,154,0
123,114,157,0
118,119,153,0
130,134,163,0
134,131,163,0
131,128,143,0
79,78,52,0
74,75,31,0
74,75,35,0
74,75,36,0
74,75,36,0
74,75,36,0
74,75,36,0
73,74,35,0
73,74,35,0
73,74,35,0
74,75,36,0
74,75,36,0
74,75,36,0
73,74,35,0
73,74,35,0
73,74,35,0
73,74,35,0
73,74,34,0
81,79,39,0
70,68,27,0
74,73,29,0
79,78,34,0
69,68,24,0
133,132,88,0
190,187,142,0
185,182,137,0
186,181,136,0
186,181,136,0
186,180,137,0
186,181,136,0
187,181,136,0
187,181,134,0
187,181,134,0
189,180,137,0
186,172,136,0
182,177,144,0
168,183,151,0
121,152,119,0
107,145,115,0
108,148,120,0
117,146,123,0
113,138,118,0
109,133,115,0
77,105,86,0
31,68,48,0
24,62,40,0
34,62,42,0
33,48,27,0
182,174,157,0
184,170,147,0
182,175,136,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
181,178,133,0
181,178,133,0
181,178,133,0
181,178,133,0
180,177,132,0
180,177,132,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
178,175,130,0
178,175,130,0
177,174,129,0
176,173,128,0
175,172,127,0
174,171,126,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
176,172,123,0
175,170,121,0
179,172,123,0
176,169,126,0
175,166,132,0
172,165,138,0
193,186,167,0
186,180,169,0
186,181,178,0
182,177,178,0
181,178,180,0
179,178,180,0
176,178,179,0
174,179,178,0
176,181,179,0
178,184,179,0
183,187,182,0
189,190,188,0
192,190,190,0
193,191,191,0
195,193,193,0
197,195,195,0
199,197,196,0
201,199,199,0
202,200,199,0
203,201,201,0
205,203,202,0
207,205,205,0
208,206,205,0
210,208,208,0
211,209,208,0
213,211,211,0
217,213,212,0
222,217,216,0
224,219,216,0
226,221,218,0
227,222,221,0
228,223,222,0
230,224,225,0
231,226,227,0
232,227,228,0
237,232,234,0
238,233,235,0
239,233,238,0
241,235,240,0
241,237,242,0
242,238,243,0
244,240,245,0
242,240,246,0
249,248,255,0
250,247,255,0
255,250,251,0
255,252,255,0
237,218,233,0
244,218,236,0
244,218,231,0
245,215,226,0
252,222,233,0
254,221,235,0
254,216,238,0
255,216,237,0
255,219,227,0
255,219,225,0
255,216,228,0
255,215,228,0
255,221,229,0
255,220,230,0
255,215,233,0
255,213,236,0
255,213,236,0
255,213,232,0
255,214,226,0
255,215,221,0
255,217,220,0
255,217,223,0
255,216,226,0
255,211,224,0
255,217,227,0
255,215,222,0
255,209,207,0
196,163,144,0
171,158,120,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
165,163,115,0
165,163,115,0
164,162,114,0
164,162,114,0
163,161,113,0
163,161,113,0
162,160,112,0
255,255,255,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
204,203,169,0
205,204,170,0
206,205,171,0
204,203,169,0
205,204,170,0
205,204,170,0
203,202,168,0
199,198,164,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
255,0,0,0
255,0,0,0
255,0,0,0
255,0,0,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
194,194,158,0
200,200,164,0
198,198,162,0
196,196,160,0
198,198,162,0
184,184,148,0
167,167,131,0
166,166,130,0
164,166,130,0
164,166,130,0
164,166,130,0
164,166,130,0
164,166,130,0
164,166,130,0
164,166,130,0
164,166,130,0
162,165,126,0
161,164,125,0
161,164,125,0
161,164,125,0
161,164,125,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
159,162,123,0
159,162,123,0
159,162,123,0
159,162,123,0
161,162,122,0
161,162,122,0
161,162,122,0
161,162,122,0
161,162,122,0
161,162,122,0
160,161,121,0
160,161,121,0
157,158,118,0
157,158,118,0
157,158,118,0
157,158,118,0
158,159,119,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
157,159,117,0
157,159,117,0
157,159,117,0
158,160,118,0
158,160,118,0
158,160,118,0
157,159,117,0
157,159,117,0
157,159,117,0
157,159,117,0
157,159,117,0
155,158,113,0
156,159,114,0
156,159,114,0
156,159,114,0
155,158,113,0
154,157,112,0
153,156,111,0
152,155,110,0
153,156,111,0
153,156,111,0
153,156,111,0
153,156,111,0
153,156,111,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
151,154,108,0
151,154,108,0
150,153,107,0
150,153,107,0
150,153,107,0
150,153,107,0
150,153,107,0
150,153,107,0
149,152,106,0
149,152,106,0
149,152,106,0
149,152,103,0
150,153,104,0
150,153,104,0
147,150,101,0
141,144,95,0
138,141,92,0
139,142,93,0
141,144,95,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,93,0
139,144,93,0
139,144,93,0
142,142,94,0
142,142,96,0
144,141,97,0
144,141,97,0
142,142,96,0
140,143,94,0
140,144,95,0
134,141,90,0
132,139,88,0
133,137,88,0
129,131,85,0
122,118,77,0
114,106,69,0
114,102,66,0
116,104,68,0
119,106,68,0
120,106,70,0
120,107,69,0
121,105,69,0
119,103,66,0
117,101,65,0
115,99,63,0
117,101,65,0
117,101,65,0
117,100,67,0
119,103,67,0
120,103,70,0
121,105,69,0
120,103,70,0
120,102,71,0
109,89,64,0
108,84,64,0
106,79,59,0
100,76,54,0
101,79,54,0
105,82,60,0
109,80,66,0
107,77,66,0
105,80,64,0
100,87,55,0
88,94,37,0
55,91,45,0
151,231,232,0
120,226,249,0
111,228,249,0
110,231,250,0
109,230,249,0
109,230,249,0
110,231,250,0
109,230,249,0
107,228,248,0
105,226,246,0
104,225,245,0
104,225,245,0
108,225,246,0
107,224,245,0
109,221,243,0
108,220,242,0
111,219,243,0
110,218,242,0
111,217,241,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
138,193,202,0
47,31,24,0
78,25,12,0
86,22,17,0
91,21,22,0
96,22,28,0
92,21,24,0
87,25,15,0
87,27,15,0
88,27,25,0
87,27,27,0
87,27,21,0
87,25,19,0
86,21,20,0
90,22,17,0
91,25,14,0
93,25,18,0
93,19,31,0
92,20,32,0
90,26,22,0
89,28,18,0
89,29,23,0
86,28,23,0
84,26,21,0
83,25,20,0
83,25,20,0
83,25,20,0
84,26,21,0
85,27,22,0
85,27,22,0
85,27,22,0
85,27,22,0
85,27,22,0
84,26,21,0
84,26,21,0
84,26,21,0
72,30,18,0
64,49,30,0
52,54,25,0
53,57,22,0
53,57,21,0
53,57,21,0
53,56,24,0
52,52,28,0
51,50,29,0
52,52,28,0
55,54,26,0
55,58,19,0
55,59,17,0
57,58,18,0
58,58,22,0
58,54,29,0
54,56,27,0
47,63,22,0
44,66,18,0
44,64,19,0
46,63,19,0
49,61,19,0
51,61,19,0
53,61,20,0
53,61,20,0
56,61,22,0
66,72,31,0
75,79,38,0
77,78,38,0
77,78,36,0
82,80,39,0
84,81,37,0
77,77,41,0
67,74,53,0
140,147,150,0
133,133,173,0
125,123,175,0
125,123,165,0
125,119,160,0
125,111,159,0
117,100,151,0
118,102,155,0
124,114,160,0
120,122,157,0
132,137,170,0
135,132,171,0
129,127,147,0
76,75,54,0
74,76,34,0
73,74,34,0
73,74,34,0
73,74,34,0
73,74,34,0
73,74,34,0
73,74,34,0
72,73,33,0
72,73,33,0
73,74,34,0
73,74,34,0
72,73,33,0
72,73,33,0
72,73,33,0
72,73,33,0
72,73,33,0
72,73,33,0
80,78,38,0
73,71,30,0
73,72,28,0
78,77,33,0
74,71,26,0
103,100,55,0
189,186,141,0
185,182,137,0
189,183,140,0
189,183,140,0
189,183,142,0
189,183,140,0
190,183,140,0
190,184,139,0
190,184,137,0
190,184,139,0
195,185,145,0
184,185,146,0
164,189,151,0
118,161,124,0
98,151,118,0
91,145,116,0
100,144,121,0
104,143,122,0
101,142,121,0
98,144,122,0
92,147,122,0
85,138,111,0
64,105,77,0
47,72,44,0
167,166,140,0
185,175,145,0
180,176,135,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
181,178,133,0
181,178,133,0
181,178,133,0
180,177,132,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
178,175,130,0
177,174,129,0
176,173,128,0
175,172,127,0
175,172,127,0
174,171,126,0
174,171,126,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,173,123,0
173,174,124,0
173,174,124,0
169,170,126,0
166,167,128,0
164,164,134,0
184,184,160,0
179,179,163,0
182,181,171,0
178,178,172,0
176,177,173,0
177,178,174,0
175,179,174,0
173,180,173,0
175,183,173,0
178,186,176,0
180,188,178,0
182,186,180,0
185,187,181,0
187,189,183,0
189,191,185,0
192,194,188,0
194,197,188,0
196,198,192,0
197,200,191,0
203,205,199,0
205,208,199,0
208,210,204,0
209,212,203,0
211,213,207,0
213,216,207,0
215,217,211,0
217,219,213,0
219,218,214,0
221,219,218,0
224,222,221,0
226,224,224,0
226,226,226,0
228,227,229,0
230,229,231,0
232,231,235,0
253,253,255,0
253,253,255,0
253,252,255,0
253,252,255,0
253,252,255,0
253,252,255,0
251,252,255,0
253,252,255,0
251,250,255,0
250,246,252,0
249,244,241,0
255,243,241,0
242,221,230,0
245,220,230,0
246,217,220,0
241,210,211,0
231,197,198,0
229,191,197,0
226,182,195,0
224,176,188,0
224,174,174,0
222,168,167,0
219,160,164,0
222,155,158,0
223,148,140,0
226,143,135,0
222,133,136,0
218,125,132,0
216,119,129,0
214,114,119,0
211,111,107,0
211,108,99,0
206,101,88,0
198,90,79,0
198,84,78,0
191,74,71,0
192,73,71,0
188,71,64,0
196,79,64,0
154,67,41,0
187,157,116,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
165,163,115,0
165,163,115,0
164,162,114,0
164,162,114,0
163,161,113,0
162,160,112,0
162,160,112,0
255,255,255,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
204,203,169,0
205,204,170,0
206,205,171,0
204,203,169,0
205,204,170,0
205,204,170,0
203,202,168,0
199,198,164,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
255,0,0,0
255,0,0,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
196,196,160,0
199,199,163,0
198,198,162,0
197,197,161,0
191,191,155,0
176,176,140,0
166,166,130,0
167,167,131,0
164,166,130,0
164,166,130,0
164,166,130,0
164,166,130,0
164,166,130,0
164,166,130,0
164,166,130,0
164,166,130,0
162,165,126,0
162,165,126,0
162,165,126,0
161,164,125,0
161,164,125,0
161,164,125,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
159,162,123,0
159,162,123,0
159,162,123,0
159,162,123,0
161,162,122,0
161,162,122,0
161,162,122,0
161,162,122,0
161,162,122,0
161,162,122,0
161,162,122,0
161,162,122,0
158,159,119,0
158,159,119,0
158,159,119,0
159,160,120,0
159,160,120,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
159,161,119,0
158,160,118,0
158,160,118,0
158,160,118,0
158,160,118,0
158,160,118,0
158,160,118,0
157,159,117,0
157,159,117,0
157,159,117,0
157,159,117,0
155,158,113,0
156,159,114,0
156,159,114,0
156,159,114,0
155,158,113,0
154,157,112,0
153,156,111,0
152,155,110,0
154,157,112,0
154,157,112,0
153,156,111,0
153,156,111,0
153,156,111,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
151,154,108,0
151,154,108,0
151,154,108,0
150,153,107,0
150,153,107,0
150,153,107,0
150,153,107,0
150,153,107,0
149,152,106,0
149,152,106,0
149,152,106,0
149,152,103,0
150,153,104,0
150,153,104,0
147,150,101,0
141,144,95,0
138,141,92,0
139,142,93,0
141,144,95,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,93,0
139,144,93,0
139,145,92,0
142,142,94,0
142,142,94,0
144,141,97,0
144,141,97,0
142,142,96,0
140,143,94,0
139,143,94,0
132,139,88,0
130,137,86,0
133,137,88,0
127,129,83,0
118,115,71,0
113,106,67,0
113,107,66,0
113,111,63,0
111,113,61,0
111,113,61,0
110,112,60,0
110,112,60,0
109,111,59,0
110,109,58,0
107,109,57,0
110,109,59,0
108,109,59,0
108,109,59,0
108,109,59,0
108,109,59,0
108,109,59,0
109,110,60,0
112,110,62,0
106,100,57,0
99,91,51,0
94,83,45,0
92,81,43,0
91,84,41,0
92,83,45,0
97,80,53,0
100,79,57,0
94,79,53,0
92,86,49,0
85,95,35,0
53,93,45,0
148,231,232,0
116,227,249,0
109,229,251,0
109,234,254,0
111,232,251,0
111,232,251,0
111,232,251,0
111,232,251,0
110,231,251,0
108,229,249,0
107,228,248,0
106,227,247,0
107,224,245,0
106,223,244,0
108,220,242,0
108,220,242,0
110,218,242,0
108,216,240,0
108,214,238,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
140,194,205,0
55,39,32,0
91,36,21,0
101,34,25,0
102,31,28,0
95,26,29,0
91,24,27,0
89,27,21,0
88,29,20,0
88,30,24,0
90,29,25,0
88,28,22,0
89,25,20,0
93,24,21,0
95,25,18,0
96,30,11,0
98,30,17,0
95,23,35,0
93,23,36,0
93,31,25,0
91,33,21,0
86,29,20,0
86,28,22,0
86,28,22,0
86,28,22,0
86,28,22,0
87,29,23,0
88,30,24,0
88,30,24,0
88,30,24,0
88,30,24,0
88,30,24,0
88,30,24,0
87,29,23,0
87,29,23,0
87,29,23,0
77,33,20,0
67,52,26,0
57,57,21,0
55,59,18,0
55,59,18,0
53,58,19,0
52,55,23,0
50,53,28,0
49,50,30,0
52,51,30,0
52,54,25,0
55,58,19,0
55,59,17,0
57,59,17,0
59,58,20,0
59,55,26,0
56,55,27,0
51,62,24,0
47,63,22,0
48,62,21,0
52,60,23,0
52,59,22,0
55,59,23,0
55,59,23,0
55,59,23,0
55,60,21,0
59,67,27,0
68,74,33,0
72,79,36,0
76,80,38,0
77,80,35,0
78,79,35,0
75,78,39,0
66,74,51,0
140,146,151,0
135,134,176,0
128,125,180,0
126,125,167,0
124,121,160,0
124,113,159,0
117,102,153,0
116,104,154,0
122,115,160,0
118,122,157,0
128,135,168,0
128,127,167,0
123,121,143,0
72,74,52,0
76,79,34,0
73,75,33,0
73,75,33,0
73,75,33,0
73,75,33,0
73,75,33,0
73,75,33,0
72,74,32,0
72,74,32,0
72,74,32,0
72,74,32,0
71,73,31,0
71,73,31,0
71,73,31,0
71,73,31,0
71,73,31,0
71,73,31,0
76,74,34,0
75,73,32,0
74,72,31,0
76,75,31,0
81,78,33,0
83,80,35,0
171,168,123,0
188,185,140,0
187,181,138,0
187,181,140,0
187,181,140,0
187,181,140,0
188,181,138,0
188,182,137,0
188,182,135,0
188,182,135,0
188,182,139,0
172,179,136,0
150,185,141,0
109,162,122,0
88,155,118,0
80,147,116,0
91,148,123,0
99,152,132,0
105,158,138,0
86,144,120,0
78,143,117,0
87,151,121,0
95,149,114,0
108,141,106,0
174,180,145,0
178,172,135,0
180,177,133,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
178,175,130,0
176,173,128,0
175,172,127,0
174,171,126,0
174,171,126,0
174,171,126,0
175,172,127,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
172,172,124,0
170,173,123,0
170,175,124,0
167,172,127,0
166,170,129,0
165,168,136,0
186,189,163,0
183,185,165,0
187,188,172,0
180,180,168,0
179,180,170,0
180,181,171,0
180,181,171,0
179,183,171,0
180,184,172,0
182,187,172,0
184,189,174,0
189,190,180,0
189,193,182,0
193,194,184,0
193,197,186,0
198,200,188,0
199,203,191,0
203,205,193,0
202,206,194,0
199,201,189,0
199,203,191,0
204,206,194,0
204,208,196,0
208,210,198,0
209,213,201,0
213,215,203,0
215,217,205,0
217,218,208,0
219,220,211,0
222,222,216,0
223,225,219,0
225,226,222,0
228,229,225,0
231,232,230,0
231,233,233,0
251,253,254,0
251,252,255,0
251,252,255,0
251,251,255,0
251,251,255,0
249,251,255,0
249,251,255,0
249,251,255,0
255,252,255,0
252,246,251,0
249,243,238,0
251,239,233,0
247,226,228,0
248,221,224,0
246,216,211,0
242,209,200,0
246,208,203,0
245,201,200,0
241,190,197,0
238,183,186,0
236,178,172,0
233,172,162,0
228,161,158,0
234,156,149,0
244,155,135,0
248,149,129,0
244,137,129,0
240,127,124,0
237,119,118,0
235,113,107,0
232,107,92,0
232,104,83,0
235,101,77,0
226,88,66,0
230,83,67,0
223,71,60,0
222,68,57,0
216,61,46,0
227,72,51,0
195,79,48,0
196,156,114,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
165,163,115,0
165,163,115,0
164,162,114,0
163,161,113,0
163,161,113,0
162,160,112,0
162,160,112,0
255,255,255,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
204,203,169,0
205,204,170,0
206,205,171,0
204,203,169,0
205,204,170,0
205,204,170,0
203,202,168,0
199,198,164,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
198,199,160,0
